$POS,$ID,$PosS,$NegS,$SentiWordItself,$SynsetTerm#sensenumber Desc
a,00001740,0.125,0,able
a,00002098,0,0.75,unable
a,00003700,0.25,0,dissilient
a,00003829,0.25,0,parturient
a,00005107,0.5,0,uncut
a,00005205,0.5,0,absolute
a,00005473,0.75,0,direct
a,00005599,0.5,0.5,unquestioning
a,00005718,0.125,0,infinite
a,00005839,0.5,0.125,living
a,00006032,0.25,0.5,relative
a,00006777,0.375,0,sorbefacient
a,00006885,0,0.75,assimilatory
a,00007208,0,0.125,receptive
a,00007813,0,0.5,nonabsorptive
a,00007990,0,0.5,resistant
a,00008443,0,0.25,chemosorptive
a,00008595,0,0.25,nonadsorptive
a,00008734,0.5,0,absorbable
a,00008877,0.25,0,adsorbate
a,00009346,0,0.625,abstinent
a,00009618,0.5,0.25,spartan
a,00010537,0,0.5,crapulous
a,00011327,0,0.125,swinish
a,00011665,0.125,0.375,too-greedy
a,00012071,0.375,0,notional
a,00012362,0.375,0.25,conceptual
a,00012932,0.125,0.125,ideological
a,00013160,0.625,0.25,concrete
a,00013887,0,0.25,abundant
a,00014358,0,0.25,galore
a,00014490,0.125,0,rich
a,00015097,0.25,0.625,easy
a,00015247,0,0.25,riotous
a,00015480,0,0.5,thick
a,00015589,0.125,0.375,long
a,00015720,0.125,0.5,rife
a,00015854,0,0.25,plentiful
a,00016135,0,0.25,rank
a,00016247,0.125,0.5,superabundant
a,00016532,0,0.375,torrential
a,00016647,0.125,0.5,verdant
a,00016756,0,0.25,scarce
a,00017024,0,0.875,rare
a,00017186,0,0.625,tight
a,00017352,0,0.625,mistreated
a,00017509,0,0.75,battered
a,00017688,0.375,0.25,unabused
a,00017782,0.625,0,acceptable
a,00018069,0.25,0,bankable
a,00018222,0.25,0.625,unimpeachable
a,00018435,0,0.5,unobjectionable
a,00018584,0.125,0.375,unacceptable
a,00018850,0,0.375,objectionable
a,00019131,0.625,0,accessible
a,00019349,0.375,0,reachable
a,00019505,0.625,0,getatable
a,00019731,0.125,0.125,ready_to_hand
a,00019874,0.5,0.125,unaccessible
a,00020103,0.125,0,remote
a,00020241,0.125,0.25,untrodden
a,00020647,0,0.625,ungetatable
a,00020787,0.5,0,accommodative
a,00021110,0.75,0,obliging
a,00021403,0.25,0.25,unobliging
a,00021592,0.125,0.25,uncooperative
a,00021766,0.5,0,accurate
a,00022219,0.625,0,faithful
a,00022437,0.625,0.25,dead-on
a,00022680,0.5,0.125,high-fidelity
a,00022852,0.5,0,surgical
a,00023120,0.125,0,true
a,00023278,0.875,0,veracious
a,00023383,0.125,0.625,inaccurate
a,00023854,0.125,0.75,wrong
a,00024139,0,0.5,unfaithful
a,00024241,0,0.625,wide_of_the_mark
a,00024417,0.125,0,accustomed
a,00024619,0,0.375,wont_to
a,00024834,0,0.75,unaccustomed
a,00024996,0,0.125,new
a,00025138,0,0.125,unused
a,00025238,0,0.125,acidic
a,00025470,0,0.375,acid
a,00025633,0,0.5,acid-forming
a,00026051,0.125,0.375,alkalescent
a,00026168,0.25,0,basic
a,00026294,0.125,0.125,base-forming
a,00026388,0.25,0.125,saltlike
a,00026515,0.5,0,amphoteric
a,00026706,0,0.25,acid-loving
a,00027074,0,0.25,alkaline-loving
a,00027247,0.125,0,acknowledged
a,00027599,0.5,0,recognized
a,00027833,0,0.125,self-confessed
a,00028008,0.25,0,assumptive
a,00028181,0.375,0,declarable
a,00028471,0.125,0,putative
a,00028672,0,0.625,unacknowledged
a,00028867,0,0.375,unvalued
a,00028984,0.25,0,unavowed
a,00029108,0,0.375,unconfessed
a,00029216,0,0.5,unrecognized
a,00029769,0.375,0,accumulative
a,00031138,0.25,0.5,voracious
a,00031384,0,0.5,sordid
a,00031533,0,0.5,unacquisitive
a,00031974,0.5,0.125,active
a,00032497,0.375,0,gymnastic
a,00033077,0.5,0,hot
a,00033206,0.25,0,overactive
a,00033359,0.125,0,on_the_go
a,00033475,0.25,0,sporty
a,00033574,0.375,0.5,inactive
a,00033886,0.125,0,deskbound
a,00034032,0.25,0.375,dormant
a,00034232,0,0.625,underactive
a,00034322,0.25,0.125,torpid
a,00034572,0.125,0,sedentary
a,00034924,0,0.125,activated
a,00035074,0,0.375,inactive
a,00035254,0,0.625,off
a,00035368,0,0.625,retired
a,00035779,0.25,0.125,brisk
a,00035868,0.5,0,bustling
a,00035978,0.375,0.25,busy
a,00036163,0,0.5,going
a,00036346,0.125,0.375,springy
a,00036481,0.25,0,inactive
a,00036879,0.25,0,dead
a,00036998,0,0.5,sluggish
a,00037188,0.125,0.625,unused
a,00037457,0.375,0.5,active
a,00037653,0,0.25,progressive
a,00037757,0,0.375,inactive
a,00037985,0.125,0.125,dead-end
a,00038462,0.125,0.25,latent
a,00038623,0,0.625,quiescent
a,00038750,0.125,0,active
a,00039592,0.375,0.25,passive
a,00039929,0,0.625,hands-off
a,00040058,0,0.75,unresisting
a,00040325,0,0.5,active
a,00040534,0.125,0.5,eruptive
a,00040909,0,0.25,quiescent
a,00041202,0.25,0.625,dead
a,00041361,0,0.5,active
a,00041488,0.5,0,live
a,00042457,0.25,0,active
a,00042692,0.125,0,activated
a,00042837,0,0.5,counteractive
a,00043125,0,0.625,inactive
a,00043231,0.125,0.625,quiescent
a,00043411,0.375,0,active
a,00043615,0,0.5,quiet
a,00043765,0.125,0.5,existent
a,00044132,0.5,0,effective
a,00044353,0,0.25,potential
a,00044608,0,0.625,latent
a,00044760,0,0.5,acute
a,00045123,0,0.375,chronic
a,00045356,0,0.375,degenerative
a,00045561,0.5,0,virulent
a,00045735,0.125,0.375,highly_infective
a,00045888,0.125,0.25,deadly
a,00046014,0,0.875,avirulent
a,00046109,0.25,0,adaptive
